id,district_id,name_th,name_en,postcode_id
3709,459,เมยวดี,Moei Wadi,430
3710,459,ชุมพร,Chumphon,430
3711,459,บุ่งเลิศ,Bung Loet,430
3712,459,ชมสะอาด,Chom Sa-at,430
3713,460,โพธิ์ทอง,Pho Thong,416
3714,460,ศรีสมเด็จ,Si Somdet,416
3715,460,เมืองเปลือย,Mueang Plueai,416
3716,460,หนองใหญ่,Nong Yai,416
3717,460,สวนจิก,Suan Chik,431
3718,460,โพธิ์สัย,Pho Sai,431
3719,460,หนองแวงควง,Nong Waeng Khuang,416
3720,460,บ้านบาก,Ban Bak,416
3721,461,ดินดำ,Din Dam,416
3722,461,ปาฝา,Pa Fa,416
3723,461,ม่วงลาด,Muang Lat,416
3724,461,จังหาร,Changhan,416
3725,461,ดงสิงห์,Dong Sing,416
3726,461,ยางใหญ่,Yang Yai,416
3727,461,ผักแว่น,Phak Waen,416
3728,461,แสนชาติ,Saen Chat,416
3729,462,เชียงขวัญ,Chiang Khwan,416
3730,462,พลับพลา,Phlapphla,420
3731,462,พระธาตุ,Phra That,416
3732,462,พระเจ้า,Phra Chao,416
3733,462,หมูม้น,Mu Mon,420
3734,462,บ้านเขือง,Ban Khueang,416
3735,463,หนองฮี,Nong Hi,421
3736,463,สาวแห,Sao Hae,421
3737,463,ดูกอึ่ง,Duk Ueng,421
3738,463,เด่นราษฎร์,Den Rat,421
3739,464,ทุ่งเขาหลวง,Thung Khao Luang,420
3740,464,เทอดไทย,Thoet Thai,420
3741,464,บึงงาม,Bueng Ngam,420
3742,464,มะบ้า,Maba,420
3743,464,เหล่า,Lao,420
3744,465,กาฬสินธุ์,Kalasin,432
3745,465,เหนือ,Nuea,432
3746,465,หลุบ,Lup,432
3747,465,ไผ่,Phai,432
3748,465,ลำปาว,Lam Pao,432
3749,465,ลำพาน,Lam Phan,432
3750,465,เชียงเครือ,Chiang Khruea,432
3751,465,บึงวิชัย,Bueng Wichai,432
3752,465,ห้วยโพธิ์,Huai Pho,432
3753,465,ภูปอ,Phu Po,432
3754,465,ภูดิน,Phu Din,432
3755,465,หนองกุง,Nong Kung,432
3756,465,กลางหมื่น,Klang Muen,432
3757,465,ขมิ้น,Khamin,432
3758,465,โพนทอง,Phon Thong,432
3759,465,นาจารย์,Na Chan,432
3760,465,ลำคลอง,Lam Khlong,432
3761,466,นามน,Na Mon,433
3762,466,ยอดแกง,Yot Kaeng,433
3763,466,สงเปลือย,Song Plueai,433
3764,466,หลักเหลี่ยม,Lak Liam,433
3765,466,หนองบัว,Nong Bua,433
3766,467,กมลาไสย,Kamalasai,434
3767,467,หลักเมือง,Lak Mueang,434
3768,467,โพนงาม,Phon Ngam,434
3769,467,ดงลิง,Dong Ling,434
3770,467,ธัญญา,Thanya,434
3771,467,หนองแปน,Nong Paen,434
3772,467,เจ้าท่า,Chao Tha,434
3773,467,โคกสมบูรณ์,Khok Sombun,434
3774,468,ร่องคำ,Rong Kham,435
3775,468,สามัคคี,Samakkhi,435
3776,468,เหล่าอ้อย,Lao Oi,435
3777,469,บัวขาว,Bua Khao,436
3778,469,แจนแลน,Chaen Laen,436
3779,469,เหล่าใหญ่,Lao Yai,436
3780,469,จุมจัง,Chum Chang,436
3781,469,เหล่าไฮงาม,Lao Hai Ngam,436
3782,469,กุดหว้า,Kut Wa,436
3783,469,สามขา,Sam Kha,436
3784,469,นาขาม,Na Kham,436
3785,469,หนองห้าง,Nong Hang,436
3786,469,นาโก,Na Ko,436
3787,469,สมสะอาด,Som Sa-at,436
3788,469,กุดค้าว,Kut Khao,436
3789,470,คุ้มเก่า,Khum Kao,437
3790,470,สงเปลือย,Song Plueai,437
3791,470,หนองผือ,Nong Phue,437
3792,470,กุดสิมคุ้มใหม่,Kut Sim Khum Mai,437
3793,470,สระพังทอง,Saphang Thong,437
3794,470,กุดปลาค้าว,Kut Pla Khao,437
3795,471,ยางตลาด,Yang Talat,438
3796,471,หัวงัว,Hua Ngua,438
3797,471,อุ่มเม่า,Um Mao,438
3798,471,บัวบาน,Bua Ban,438
3799,471,เว่อ,Woe,438
3800,471,อิตื้อ,Itue,438
3801,471,หัวนาคำ,Hua Na Kham,438
3802,471,หนองอิเฒ่า,Nong I Thao,438
3803,471,ดอนสมบูรณ์,Don Sombun,438
3804,471,นาเชือก,Na Chueak,438
3805,471,คลองขาม,Khlong Kham,438
3806,471,เขาพระนอน,Khao Phra Non,438
3807,471,นาดี,Na Di,438
3808,471,โนนสูง,Non Sung,438
3809,471,หนองตอกแป้น,Nong Tok Paen,438
3810,472,ห้วยเม็ก,Huai Mek,439
3811,472,คำใหญ่,Kham Yai,439
3812,472,กุดโดน,Kut Don,439
3813,472,บึงนาเรียง,Bueng Na Riang,439
3814,472,หัวหิน,Hua Hin,439
3815,472,พิมูล,Phimun,439
3816,472,คำเหมือดแก้ว,Kham Mueat Kaeo,439
3817,472,โนนสะอาด,Non Sa-at,439
3818,472,ทรายทอง,Sai Thong,439
3819,473,ภูสิงห์,Phu Sing,440
3820,473,สหัสขันธ์,Sahatsakhan,440
3821,473,นามะเขือ,Na Makhuea,440
3822,473,โนนศิลา,Non Sila,440
3823,473,นิคม,Nikhom,440
3824,473,โนนแหลมทอง,Non Laem Thong,440
3825,473,โนนบุรี,Non Buri,440
3826,473,โนนน้ำเกลี้ยง,Non Nam Kliang,440
3827,474,ทุ่งคลอง,Thung Khlong,441
3828,474,โพน,Phon,441
3829,474,ดินจี่,Din Chi,441
3830,474,นาบอน,Na Bon,441
3831,474,นาทัน,Na Than,441
3832,474,เนินยาง,Noen Yang,441
3833,475,ท่าคันโท,Tha Khantho,442
3834,475,กุงเก่า,Kung Kao,442
3835,475,ยางอู้ม,Yang Um,442
3836,475,กุดจิก,Kut Chik,442
3837,475,นาตาล,Na Tan,442
3838,475,ดงสมบูรณ์,Dong Sombun,442
3839,476,หนองกุงศรี,Nong Kung Si,443
3840,476,หนองบัว,Nong Bua,443
3841,476,โคกเครือ,Khok Khruea,443
3842,476,หนองสรวง,Nong Suang,443
3843,476,เสาเล้า,Sao Lao,443
3844,476,หนองใหญ่,Nong Yai,443
3845,476,ดงมูล,Dong Mun,443
3846,476,ลำหนองแสน,Lam Nong Saen,443
3847,476,หนองหิน,Nong Hin,443
3848,477,สมเด็จ,Somdet,444
3849,477,หนองแวง,Nong Waeng,444
3850,477,แซงบาดาล,Saeng Badan,444
3851,477,มหาไชย,Maha Chai,444
3852,477,หมูม่น,Mu Mon,444
3853,477,ผาเสวย,Pha Sawoei,444
3854,477,ศรีสมเด็จ,Si Somdet,444
3855,477,ลำห้วยหลัว,Lam Huai Lua,444
3856,478,คำบง,Kham Bong,445
3857,478,ไค้นุ่น,Khai Nun,445
3858,478,นิคมห้วยผึ้ง,Nikhom Huai Phueng,445
3859,478,หนองอีบุตร,Nong I But,445
3860,479,สำราญ,Samran,441
3861,479,สำราญใต้,Samran Tai,441
3862,479,คำสร้างเที่ยง,Kham Sang Thiang,441
3863,479,หนองช้าง,Nong Chang,441
3864,480,นาคู,Na Khu,437
3865,480,สายนาวัง,Sai Na Wang,437
3866,480,โนนนาจาน,Non Na Chan,437
3867,480,บ่อแก้ว,Bo Kaeo,437
3868,480,ภูแล่นช้าง,Phu Laen Chang,437
3869,481,ดอนจาน,Don Chan,432
3870,481,สะอาดไชยศรี,Sa-at Chai Si,432
3871,481,ดงพยุง,Dong Phayung,432
3872,481,ม่วงนา,Muang Na,432
3873,481,นาจำปา,Na Champa,432
3874,482,ฆ้องชัยพัฒนา,Khong Chai Phatthana,434
3875,482,เหล่ากลาง,Lao Klang,434
3876,482,โคกสะอาด,Khok Sa-at,434
3877,482,โนนศิลาเลิง,Non Sila Loeng,434
3878,482,ลำชี,Lam Chi,434
3879,483,ธาตุเชิงชุม,That Choeng Chum,446
3880,483,ขมิ้น,Khamin,447
3881,483,งิ้วด่อน,Ngio Don,446
3882,483,โนนหอม,Non Hom,446
3883,483,เชียงเครือ,Chiang Khruea,446
3884,483,ท่าแร่,Tha Rae,448
3885,483,ม่วงลาย,Muang Lai,446
3886,483,ดงชน,Dong Chon,446
3887,483,ห้วยยาง,Huai Yang,446
3888,483,พังขว้าง,Phang Khwang,446
3889,483,ดงมะไฟ,Dong Mafai,446
3890,483,ธาตุนาเวง,That Na Weng,446
3891,483,เหล่าปอแดง,Lao Po Daeng,446
3892,483,หนองลาด,Nong Lat,447
3893,483,ฮางโฮง,Hang Hong,446
3894,483,โคกก่อง,Khok Kong,446
3895,484,กุสุมาลย์,Kusuman,449
3896,484,นาโพธิ์,Na Pho,449
3897,484,นาเพียง,Na Phiang,448
3898,484,โพธิไพศาล,Phothi Phaisan,449
3899,484,อุ่มจาน,Um Chan,448
3900,485,กุดบาก,Kut Bak,450
3901,485,นาม่อง,Na Mong,450
3902,485,กุดไห,Kut Hai,450
3903,486,พรรณา,Phanna,451
3904,486,วังยาง,Wang Yang,451
3905,486,พอกน้อย,Phok Noi,447
3906,486,นาหัวบ่อ,Na Hua Bo,447
3907,486,ไร่,Rai,451
3908,486,ช้างมิ่ง,Chang Ming,451
3909,486,นาใน,Na Nai,451
3910,486,สว่าง,Sawang,451
3911,486,บะฮี,Ba Hi,451
3912,486,เชิงชุม,Choeng Chum,451
3913,487,พังโคน,Phang Khon,452
3914,487,ม่วงไข่,Muang Khai,452
3915,487,แร่,Rae,452
3916,487,ไฮหย่อง,Hai Yong,452
3917,487,ต้นผึ้ง,Ton Phueng,452
3918,488,วาริชภูมิ,Waritchaphum,453
3919,488,ปลาโหล,Pla Lo,453
3920,488,หนองลาด,Nong Lat,453
3921,488,คำบ่อ,Kham Bo,453
3922,488,ค้อเขียว,Kho Khiao,453
3923,489,นิคมน้ำอูน,Nikhom Nam Un,454
3924,489,หนองปลิง,Nong Pling,454
3925,489,หนองบัว,Nong Bua,454
3926,489,สุวรรณคาม,*Suwannakarm,454
3927,490,วานรนิวาส,Wanon Niwat,455
3928,490,เดื่อศรีคันไชย,Duea Si Khan Chai,455
3929,490,ขัวก่าย,Khua Kai,455
3930,490,หนองสนม,Nong Sanom,455
3931,490,คูสะคาม,Khu Sakham,455
3932,490,ธาตุ,That,455
3933,490,หนองแวง,Nong Waeng,455
3934,490,ศรีวิชัย,Si Wichai,455
3935,490,นาซอ,Na So,455
3936,490,อินทร์แปลง,In Plaeng,455
3937,490,นาคำ,Na Kham,455
3938,490,คอนสวรรค์,Khon Sawan,455
3939,490,กุดเรือคำ,Kut Ruea Kham,455
3940,490,หนองแวงใต้,Nong Waeng Tai,455
3941,491,คำตากล้า,Kham Ta Kla,456
3942,491,หนองบัวสิม,Nong Bua Sim,456
3943,491,นาแต้,Na Tae,456
3944,491,แพด,Phaet,456
3945,492,ม่วง,Muang,457
3946,492,มาย,Mai,457
3947,492,ดงหม้อทอง,Dong Mo Thong,457
3948,492,ดงเหนือ,Dong Nuea,457
3949,492,ดงหม้อทองใต้,Dong Mo Thong Tai,457
3950,492,ห้วยหลัว,Huai Lua,457
3951,492,โนนสะอาด,Non Sa-at,457
3952,492,หนองกวั่ง,Nong Kwang,457
3953,492,บ่อแก้ว,Bo Kaeo,457
3954,493,อากาศ,Akat,458
3955,493,โพนแพง,Phon Phaeng,458
3956,493,วาใหญ่,Wa Yai,458
3957,493,โพนงาม,Phon Ngam,458
3958,493,ท่าก้อน,Tha Kon,458
3959,493,นาฮี,Na Hi,458
3960,493,บะหว้า,Ba Wa,458
3961,493,สามัคคีพัฒนา,Samakkhi Phatthana,458
3962,494,สว่างแดนดิน,Sawang Daen Din,459
3963,494,คำสะอาด,Kham Sa-at,459
3964,494,บ้านต้าย,Ban Tai,459
3965,494,บงเหนือ,Bong Nuea,459
3966,494,โพนสูง,Phon Sung,459
3967,494,โคกสี,Khok Si,459
3968,494,หนองหลวง,Nong Luang,459
3969,494,บงใต้,Bong Tai,459
3970,494,ค้อใต้,Kho Tai,459
3971,494,พันนา,Phan Na,460
3972,494,แวง,Waeng,460
3973,494,ทรายมูล,Sai Mun,459
3974,494,ตาลโกน,Tan Kon,460
3975,494,ตาลเนิ้ง,Tan Noeng,460
3976,494,ธาตุทอง,That Thong,460
3977,494,บ้านถ่อน,Ban Thon,459
3978,495,ส่องดาว,Song Dao,461
3979,495,ท่าศิลา,Tha Sila,461
3980,495,วัฒนา,Watthana,461
3981,495,ปทุมวาปี,Pathum Wapi,461
3982,496,เต่างอย,Tao Ngoi,462
3983,496,บึงทวาย,Bueng Thawai,462
3984,496,นาตาล,Na Tan,462
3985,496,จันทร์เพ็ญ,Chan Phen,462
3986,497,ตองโขบ,Tong Khop,463
3987,497,เหล่าโพนค้อ,Lao Phon Kho,463
3988,497,ด่านม่วงคำ,Dan Muang Kham,463
3989,497,แมดนาท่ม,Maet Na Thom,463
3990,498,บ้านเหล่า,Ban Lao,464
3991,498,เจริญศิลป์,Charoen Sin,464
3992,498,ทุ่งแก,Thung Kae,464
3993,498,โคกศิลา,Khok Sila,464
3994,498,หนองแปน,Nong Paen,464
3995,499,บ้านโพน,Ban Phon,448
3996,499,นาแก้ว,Na Kaeo,448
3997,499,นาตงวัฒนา,Na Tong Watthana,448
3998,499,บ้านแป้น,Ban Paen,448
3999,499,เชียงสือ,Chiang Sue,448
4000,500,สร้างค้อ,Sang Kho,450
4001,500,หลุบเลา,Lup Lao,450
4002,500,โคกภู,Khok Phu,450
4003,500,กกปลาซิว,Kok Pla Sio,450
4004,501,ในเมือง,Nai Mueang,465
4005,501,หนองแสง,Nong Saeng,465
4006,501,นาทราย,Na Sai,465
4007,501,นาราชควาย,Na Rat Khwai,465
4008,501,กุรุคุ,Kurukhu,465
4009,501,บ้านผึ้ง,Ban Phueng,465
4010,501,อาจสามารถ,At Samat,465
4011,501,ขามเฒ่า,Kham Thao,465
4012,501,บ้านกลาง,Ban Klang,465
4013,501,ท่าค้อ,Tha Kho,465
4014,501,คำเตย,Kham Toei,465
4015,501,หนองญาติ,Nong Yat,465
4016,501,ดงขวาง,Dong Khwang,465
4017,501,วังตามัว,Wang Ta Mua,465
4018,501,โพธิ์ตาก,Pho Tak,465
4019,502,ปลาปาก,Pla Pak,466
4020,502,หนองฮี,Nong Hi,466
4021,502,กุตาไก้,Kutakai,466
4022,502,โคกสว่าง,Khok Sawan,466
4023,502,โคกสูง,Khok Sung,466
4024,502,มหาชัย,Maha Chai,466
4025,502,นามะเขือ,Na Makhuea,466
4026,502,หนองเทาใหญ่,Nong Thao Yai,466
4027,503,ท่าอุเทน,Tha Uthen,467
4028,503,โนนตาล,Non Tan,467
4029,503,ท่าจำปา,Tha Champa,467
4030,503,ไชยบุรี,Chai Buri,467
4031,503,พนอม,Phanom,467
4032,503,พะทาย,Phathai,467
4033,503,เวินพระบาท,Woen Phra Bat,467
4034,503,รามราช,Ram Rat,467
4035,503,หนองเทา,Nong Thao,467
4036,504,บ้านแพง,Ban Phaeng,468
4037,504,ไผ่ล้อม,Phai Lom,468
4038,504,โพนทอง,Phon Thong,468
4039,504,หนองแวง,Nong Waeng,468
4040,504,นางัว,Na Ngua,468
4041,504,นาเข,Na Khe,468
4042,505,ธาตุพนม,That Phanom,469
4043,505,ฝั่งแดง,Fang Daeng,469
4044,505,โพนแพง,Phon Phaeng,469
4045,505,พระกลางทุ่ง,Phra Klang Thung,469
4046,505,นาถ่อน,Na Thon,469
4047,505,แสนพัน,Saen Phan,469
4048,505,ดอนนางหงส์,Don Nang Hong,469
4049,505,น้ำก่ำ,Nam Kam,469
4050,505,อุ่มเหม้า,Um Mao,469
4051,505,นาหนาด,Na Nat,469
4052,505,กุดฉิม,Kut Chim,469
4053,505,ธาตุพนมเหนือ,That Phanom Nuea,469
4054,506,เรณู,Renu,470
4055,506,โพนทอง,Phon Thong,470
4056,506,ท่าลาด,Tha Lat,470
4057,506,นางาม,Na Ngam,470
4058,506,โคกหินแฮ่,Khok Hin Hae,470
4059,506,หนองย่างชิ้น,Nong Yang Chin,470
4060,506,เรณูใต้,Renu Tai,470
4061,506,นาขาม,Na Kham,470
4062,507,นาแก,Na Kae,471
4063,507,พระซอง,Phra Song,471
4064,507,หนองสังข์,Nong Sang,471
4065,507,นาคู่,Na Khu,471
4066,507,พิมาน,Phiman,471
4067,507,พุ่มแก,Phum Kae,471
4068,507,ก้านเหลือง,Kan Lueang,471
4069,507,หนองบ่อ,Nong Bo,471
4070,507,นาเลียง,Na Liang,471
4071,507,บ้านแก้ง,Ban Kaeng,471
4072,507,คำพี้,Kham Phi,471
4073,507,สีชมพู,Si Chomphu,471
4074,508,ศรีสงคราม,Si Songkhram,472
4075,508,นาเดื่อ,Na Duea,472
4076,508,บ้านเอื้อง,Ban Ueang,472
4077,508,สามผง,Sam Phong,472
4078,508,ท่าบ่อสงคราม,Tha Bo Songkhram,472
4079,508,บ้านข่า,Ban Kha,472
4080,508,นาคำ,Na Kham,472
4081,508,โพนสว่าง,Phon Sawang,472
4082,508,หาดแพง,Hat Phaeng,472
4083,509,นาหว้า,Na Wa,473
4084,509,นางัว,Na Ngua,473
4085,509,บ้านเสียว,Ban Siao,473
4086,509,นาคูณใหญ่,Na Khun Yai,473
4087,509,เหล่าพัฒนา,Lao Phatthana,473
4088,509,ท่าเรือ,Tha Ruea,473
4089,510,โพนสวรรค์,Phon Sawan,474
4090,510,นาหัวบ่อ,Na Hua Bo,474
4091,510,นาขมิ้น,Na Khamin,474
4092,510,โพนบก,Phon Bok,474
4093,510,บ้านค้อ,Ban Kho,474
4094,510,โพนจาน,Phon Chan,474
4095,510,นาใน,Na Nai,474
4096,511,นาทม,Na Thom,468
4097,511,หนองซน,Nong Son,468
4098,511,ดอนเตย,Don Toei,468
4099,512,วังยาง,Wang Yang,471
4100,512,โคกสี,Khok Si,471
4101,512,ยอดชาด,Yot Chat,471
4102,512,หนองโพธิ์,Nong Pho,471
4103,513,มุกดาหาร,Mukdahan,475
4104,513,ศรีบุญเรือง,Si Bun Rueang,475
4105,513,บ้านโคก,Ban Khok,475
4106,513,บางทรายใหญ่,Bang Sai Yai,475
4107,513,โพนทราย,Phon Sai,475
4108,513,ผึ่งแดด,Phueng Daet,475
4109,513,นาโสก,Na Sok,475
4110,513,นาสีนวน,Na Si Nuan,475
4111,513,คำป่าหลาย,Kham Pa Lai,475
4112,513,คำอาฮวน,Kham Ahuan,475
4113,513,ดงเย็น,Dong Yen,475
4114,513,ดงมอน,Dong Mon,475
4115,513,กุดแข้,Kut Khae,475
4116,514,นิคมคำสร้อย,Nikhom Kham Soi,476
4117,514,นากอก,Na Kok,476
4118,514,หนองแวง,Nong Waeng,476
4119,514,กกแดง,Kok Daeng,476
4120,514,นาอุดม,Na Udom,476
4121,514,โชคชัย,Chok Chai,476
4122,514,ร่มเกล้า,Rom Klao,476
4123,515,ดอนตาล,Don Tan,477
4124,515,โพธิ์ไทร,Pho Sai,477
4125,515,ป่าไร่,Pa Rai,477
4126,515,เหล่าหมี,Lao Mi,477
4127,515,บ้านบาก,Ban Bak,477
4128,515,นาสะเม็ง,Na Sameng,477
4129,515,บ้านแก้ง,Ban Kaeng,477
4130,516,ดงหลวง,Dong Luang,478
4131,516,หนองบัว,Nong Bua,478
4132,516,กกตูม,Kok Tum,478
4133,516,หนองแคน,Nong Khaen,478
4134,516,ชะโนดน้อย,Chanot Noi,478
4135,516,พังแดง,Phang Daeng,478
4136,517,บ้านซ่ง,Ban Song,479
4137,517,คำชะอี,Khamcha-i,479
4138,517,หนองเอี่ยน,Nong Ian,479
4139,517,บ้านค้อ,Ban Kho,479
4140,517,บ้านเหล่า,Ban Lao,479
4141,517,โพนงาม,Phon Ngam,479
4142,517,เหล่าสร้างถ่อ,Lao Sang Tho,479
4143,517,คำบก,Kham Bok,479
4144,517,น้ำเที่ยง,Nam Thiang,479
4145,518,หว้านใหญ่,Wan Yai,480
4146,518,ป่งขาม,Pong Kham,480
4147,518,บางทรายน้อย,Bang Sai Noi,480
4148,518,ชะโนด,Chanot,480
4149,518,ดงหมู,Dong Mu,480
4150,519,หนองสูง,Nong Sung,481
4151,519,โนนยาง,Non Yang,481
4152,519,ภูวง,Phu Wong,481
4153,519,บ้านเป้า,Ban Pao,481
4154,519,หนองสูงใต้,Nong Sung Tai,481
4155,519,หนองสูงเหนือ,Nong Sung Nuea,481
4156,520,ศรีภูมิ,Si Phum,482
4157,520,พระสิงห์,Phra Sing,482
4158,520,หายยา,Haiya,483
4159,520,ช้างม่อย,Chang Moi,484
4160,520,ช้างคลาน,Chang Khlan,483
4161,520,วัดเกต,Wat Ket,485
4162,520,ช้างเผือก,Chang Phueak,484
4163,520,สุเทพ,Suthep,482
4164,520,แม่เหียะ,Mae Hia,483
4165,520,ป่าแดด,Pa Daet,483
4166,520,หนองหอย,Nong Hoi,485
4167,520,ท่าศาลา,Tha Sala,485
4168,520,หนองป่าครั่ง,Nong Pa Khrang,485
4169,520,ฟ้าฮ่าม,Fa Ham,485
4170,520,ป่าตัน,Pa Tan,484
4171,520,สันผีเสื้อ,San Phi Suea,484
4172,521,บ้านหลวง,Ban Luang,486
4173,521,ข่วงเปา,Khuang Pao,486
4174,521,สบเตี๊ยะ,Sop Tia,486
4175,521,บ้านแปะ,Ban Pae,487
4176,521,ดอยแก้ว,Doi Kaeo,486
4177,521,แม่สอย,Mae Soi,487
4178,522,ช่างเคิ่ง,Chang Khoeng,488
4179,522,ท่าผา,Tha Pha,488
4180,522,บ้านทับ,Ban Thap,488
4181,522,แม่ศึก,Mae Suek,488
4182,522,แม่นาจร,Mae Na Chon,488
4183,522,ปางหินฝน,Pang Hin Fon,488
4184,522,กองแขก,Kong Khaek,488
4185,523,เชียงดาว,Chiang Dao,489
4186,523,เมืองนะ,Mueang Na,489
4187,523,เมืองงาย,Mueang Ngai,489
4188,523,แม่นะ,Mae Na,489
4189,523,เมืองคอง,Mueang Khong,489
4190,523,ปิงโค้ง,Ping Khong,489
4191,523,ทุ่งข้าวพวง,Thung Khao Phuang,489
4192,524,เชิงดอย,Choeng Doi,490
4193,524,สันปูเลย,San Pu Loei,490
4194,524,ลวงเหนือ,Luang Nuea,490
4195,524,ป่าป้อง,Pa Pong,490
4196,524,สง่าบ้าน,Sa-nga Ban,490
4197,524,ป่าลาน,Pa Lan,490
4198,524,ตลาดขวัญ,Talat Khwan,490
4199,524,สำราญราษฎร์,Samran Rat,490
4200,524,แม่คือ,Mae Khue,490
4201,524,ตลาดใหญ่,Talat Yai,490
4202,524,แม่ฮ้อยเงิน,Mae Hoi Ngoen,490
4203,524,แม่โป่ง,Mae Pong,490
4204,524,ป่าเมี่ยง,Pa Miang,490
4205,524,เทพเสด็จ,Thep Sadet,490
4206,525,สันมหาพน,San Maha Phon,491
4207,525,แม่แตง,Mae Taeng,491
4208,525,ขี้เหล็ก,Khilek,491
4209,525,ช่อแล,Cho Lae,491
4210,525,แม่หอพระ,Mae Ho Phra,491
4211,525,สบเปิง,Sop Poeng,491
4212,525,บ้านเป้า,Ban Pao,491
4213,525,สันป่ายาง,San Pa Yang,492
4214,525,ป่าแป๋,Pa Pae,491
4215,525,เมืองก๋าย,Mueang Kai,491
4216,525,บ้านช้าง,Ban Chang,491
4217,525,กื้ดช้าง,Kuet Chang,491
4218,525,อินทขิล,Inthakhin,491
4219,526,ริมใต้,Rim Tai,493
4220,526,ริมเหนือ,Rim Nuea,493
4221,526,สันโป่ง,San Pong,493
4222,526,ขี้เหล็ก,Khilek,493
4223,526,สะลวง,Saluang,492
4224,526,ห้วยทราย,Huai Sai,493
4225,526,แม่แรม,Mae Raem,493
4226,526,โป่งแยง,Pong Yaeng,493
4227,526,แม่สา,Mae Sa,493
4228,526,ดอนแก้ว,Don Kaeo,493
4229,526,เหมืองแก้ว,Mueang Kaeo,493
4230,527,สะเมิงใต้,Samoeng Tai,494
4231,527,สะเมิงเหนือ,Samoeng Nuea,494
4232,527,แม่สาบ,Mae Sap,494
4233,527,บ่อแก้ว,Bo Kaeo,494
4234,527,ยั้งเมิน,Yang Moen,494
4235,528,เวียง,Wiang,495
4236,528,ม่อนปิ่น,Mon Pin,495
4237,528,แม่งอน,Mae Ngon,496
4238,528,แม่สูน,Mae Sun,495
4239,528,สันทราย,San Sai,495
4240,528,แม่คะ,Mae Kha,495
4241,528,แม่ข่า,Mae Kha,496
4242,528,โป่งน้ำร้อน,Pong Nam Ron,495
4243,529,แม่อาย,Mae Ai,497
4244,529,แม่สาว,Mae Sao,497
4245,529,สันต้นหมื้อ,San Ton Mue,497
4246,529,แม่นาวาง,Mae Na Wang,497
4247,529,ท่าตอน,Tha Ton,497
4248,529,บ้านหลวง,Ban Luang,497
4249,529,มะลิกา,Malika,497
4250,530,เวียง,Wiang,498
4251,530,ทุ่งหลวง,Thung Luang,498
4252,530,ป่าตุ้ม,Pa Tum,498
4253,530,ป่าไหน่,Pa Nai,498
4254,530,สันทราย,San Sai,498
4255,530,บ้านโป่ง,Ban Pong,498
4256,530,น้ำแพร่,Nam Phrae,498
4257,530,เขื่อนผาก,Khuean Phak,498
4258,530,แม่แวน,Mae Waen,498
4259,530,แม่ปั๋ง,Mae Pang,498
4260,530,โหล่งขอด,Long Khot,498
4261,531,ยุหว่า,Yu Wa,499
4262,531,สันกลาง,San Klang,499
4263,531,ท่าวังพร้าว,Tha Wang Phrao,499
4264,531,มะขามหลวง,Makham Luang,499
4265,531,แม่ก๊า,Mae Ka,499
4266,531,บ้านแม,Ban Mae,499
4267,531,บ้านกลาง,Ban Klang,499
4268,531,ทุ่งสะโตก,Thung Satok,499
4269,531,ทุ่งต้อม,Thung Tom,499
4270,531,น้ำบ่อหลวง,Nam Bo Luang,499
4271,531,มะขุนหวาน,Makhun Wan,499
4272,532,สันกำแพง,San Kamphaeng,500
4273,532,ทรายมูล,Sai Mun,500
4274,532,ร้องวัวแดง,Rong Wua Daeng,500
4275,532,บวกค้าง,Buak Khang,500
4276,532,แช่ช้าง,Chae Chang,500
4277,532,ออนใต้,On Tai,500
4278,532,แม่ปูคา,Mae Pu Kha,500
4279,532,ห้วยทราย,Huai Sai,500
4280,532,ต้นเปา,Ton Pao,500
4281,532,สันกลาง,San Klang,500
4282,533,สันทรายหลวง,San Sai Luang,501
4283,533,สันทรายน้อย,San Sai Noi,501
4284,533,สันพระเนตร,San Phranet,501
4285,533,สันนาเม็ง,San Na Meng,501
4286,533,สันป่าเปา,San Pa Pao,501
4287,533,หนองแหย่ง,Nong Yaeng,501
4288,533,หนองจ๊อม,Nong Chom,501
4289,533,หนองหาร,Nong Han,502
4290,533,แม่แฝก,Mae Faek,502
4291,533,แม่แฝกใหม่,Mae Faek Mai,502
4292,533,เมืองเล็น,Mueang Len,501
4293,533,ป่าไผ่,Pa Phai,501
4294,534,หางดง,Hang Dong,503
4295,534,หนองแก๋ว,Nong Kaeo,503
4296,534,หารแก้ว,Han Kaeo,503
4297,534,หนองตอง,Nong Tong,504
4298,534,ขุนคง,Khun Khong,503
4299,534,สบแม่ข่า,Sop Mae Kha,503
4300,534,บ้านแหวน,Ban Waen,503
4301,534,สันผักหวาน,San Phak Wan,503
4302,534,หนองควาย,Nong Khwai,503
4303,534,บ้านปง,Ban Pong,503
4304,534,น้ำแพร่,Nam Phrae,503
4305,535,หางดง,Hang Dong,487
4306,535,ฮอด,Hot,487
4307,535,บ้านตาล,Ban Tan,487
4308,535,บ่อหลวง,Bo Luang,487
4309,535,บ่อสลี,Bo Sali,487
4310,535,นาคอเรือ,Na Kho Ruea,487
4311,536,ดอยเต่า,Doi Tao,505
4312,536,ท่าเดื่อ,Tha Duea,505
4313,536,มืดกา,Muet Ka,505
4314,536,บ้านแอ่น,Ban Aen,505
4315,536,บงตัน,Bong Tan,505
4316,536,โปงทุ่ง,Pong Thung,505
4317,537,อมก๋อย,Omkoi,506
4318,537,ยางเปียง,Yang Piang,506
